p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
2.27E-208	0.102415226	0.124	0.02	3.66E-204	R20	Iffo1
2.52E-204	0.13351967	0.162	0.033	4.05E-200	R20	Adamts1
2.01E-199	0.306687803	0.581	0.3	3.23E-195	R20	Mtdh
4.33E-199	0.180440166	0.296	0.095	6.96E-195	R20	Svil
4.44E-198	0.249020382	0.375	0.144	7.13E-194	R20	Acta2
2.18E-184	0.33050254	0.594	0.33	3.50E-180	R20	Map1b
7.61E-184	0.102952442	0.123	0.022	1.22E-179	R20	Cacng1
2.66E-180	0.119130852	0.15	0.032	4.27E-176	R20	Pim1
1.29E-176	0.144255483	0.208	0.057	2.08E-172	R20	Phkb
5.51E-174	0.130396559	0.177	0.044	8.86E-170	R20	Zfp568
6.29E-173	0.362341232	0.702	0.419	1.01E-168	R20	Neat1
8.21E-171	0.12614467	0.168	0.041	1.32E-166	R20	Stk17b
1.52E-168	0.148093016	0.226	0.068	2.43E-164	R20	Arl6ip5
6.73E-166	0.154051929	0.202	0.058	1.08E-161	R20	Plk2
4.71E-165	0.190520902	0.352	0.14	7.56E-161	R20	Celf2
1.63E-164	0.160856424	0.248	0.081	2.63E-160	R20	Atf6
3.88E-162	0.125817159	0.173	0.044	6.24E-158	R20	Dip2c
3.50E-148	0.123271146	0.17	0.045	5.62E-144	R20	Ryr3
4.92E-148	0.185515105	0.327	0.133	7.90E-144	R20	Atp1a1
1.42E-147	0.162577476	0.265	0.096	2.28E-143	R20	Map7d1
1.33E-146	0.131093968	0.177	0.05	2.14E-142	R20	Ptprf
1.40E-136	0.146389002	0.248	0.089	2.25E-132	R20	Cfl2
1.06E-129	0.162382486	0.459	0.218	1.70E-125	R20	Dag1
7.94E-129	0.220357006	0.492	0.264	1.28E-124	R20	Golga4
5.81E-125	0.13406684	0.218	0.077	9.34E-121	R20	Ptpra
6.26E-123	0.103969776	0.149	0.041	1.01E-118	R20	Kidins220
2.79E-116	0.117029525	0.16	0.049	4.49E-112	R20	Amotl2
7.99E-115	0.207608073	0.402	0.2	1.28E-110	R20	Kcnq1ot1
1.63E-111	0.195715133	0.419	0.22	2.62E-107	R20	Taok1
1.66E-111	0.126509287	0.205	0.074	2.66E-107	R20	Dyrk2
5.06E-109	0.207192448	0.526	0.304	8.12E-105	R20	Akap9
2.07E-108	0.183285478	0.318	0.148	3.33E-104	R20	Filip1l
1.63E-107	0.23609201	0.665	0.442	2.62E-103	R20	Cbx5
3.21E-105	0.226403051	0.432	0.234	5.16E-101	R20	Peg3
5.84E-105	0.129700861	0.212	0.081	9.39E-101	R20	Maged1
4.04E-98	0.185462451	0.411	0.224	6.50E-94	R20	Myo10
6.57E-97	0.153649343	0.286	0.133	1.06E-92	R20	Ehd4
7.19E-95	0.131040913	0.235	0.099	1.15E-90	R20	Ivns1abp
4.71E-90	0.129762537	0.256	0.114	7.56E-86	R20	Dot1l
2.76E-85	0.187868352	0.54	0.343	4.44E-81	R20	Kif5b
4.90E-81	0.166351421	0.443	0.26	7.88E-77	R20	Csnk1a1
1.65E-79	0.113131956	0.233	0.105	2.65E-75	R20	Cnot6l
1.67E-76	0.113600435	0.232	0.106	2.68E-72	R20	Gpc1
2.48E-76	0.132925212	0.384	0.212	3.98E-72	R20	Tnrc6b
2.24E-73	0.133783779	0.259	0.128	3.60E-69	R20	Sptan1
1.81E-68	0.105253246	0.28	0.142	2.91E-64	R20	Zeb1
1.93E-67	0.131840621	0.316	0.172	3.10E-63	R20	Sh3glb1
1.10E-65	0.16923439	0.351	0.202	1.77E-61	R20	Scd2
2.08E-65	0.168379787	0.248	0.129	3.33E-61	R20	Sox11
5.57E-65	0.132938639	0.361	0.208	8.95E-61	R20	Brd3
3.39E-61	0.165809793	0.526	0.355	5.45E-57	R20	Ktn1
1.21E-58	0.112974203	0.29	0.159	1.95E-54	R20	Palld
4.47E-58	0.113103906	0.233	0.119	7.18E-54	R20	Hk2
1.29E-54	0.143677032	0.526	0.359	2.07E-50	R20	Slc6a6
4.81E-52	0.116081221	0.312	0.184	7.73E-48	R20	Ubxn4
1.64E-51	0.111284103	0.288	0.166	2.64E-47	R20	Eif4g3
9.85E-51	0.109045748	0.217	0.115	1.58E-46	R20	Klf5
7.24E-50	0.114639517	0.288	0.169	1.16E-45	R20	Map4
2.47E-48	0.102761469	0.277	0.159	3.97E-44	R20	Cep350
3.86E-47	0.16501438	0.608	0.458	6.21E-43	R20	Purb
1.58E-46	0.119781389	0.322	0.198	2.53E-42	R20	Sec62
1.42E-44	0.134730099	0.533	0.379	2.28E-40	R20	Plec
2.41E-38	0.115805131	0.503	0.359	3.87E-34	R20	Luc7l3
5.81E-36	0.125783227	0.446	0.322	9.33E-32	R20	Top1
8.82E-33	0.107095903	0.334	0.229	1.42E-28	R20	Npnt
4.22E-25	0.1319033	0.286	0.202	6.78E-21	R20	Thbs1
