region	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
chr5:32195551-32196601	1.15E-32	0.540336191	0.14	0.054	3.16E-27	A6
chr13:32478674-32479767	1.61E-32	0.557775754	0.134	0.051	4.44E-27	A6
chr8:10588819-10590764	1.85E-32	0.550662334	0.134	0.051	5.10E-27	A6
chr7:125564509-125566777	1.92E-32	0.564909405	0.129	0.049	5.29E-27	A6
chr13:23410718-23413556	2.01E-32	0.502540078	0.158	0.065	5.53E-27	A6
chr17:31432531-31435315	4.24E-32	0.535183574	0.121	0.044	1.17E-26	A6
chr5:118951138-118953394	4.28E-32	0.62104998	0.111	0.039	1.18E-26	A6
chr15:7232722-7234046	4.35E-32	0.593736395	0.11	0.038	1.20E-26	A6
chr16:30039149-30040028	4.64E-32	0.643032245	0.102	0.034	1.28E-26	A6
chr9:47674376-47675537	5.02E-32	0.619204861	0.103	0.034	1.38E-26	A6
chr16:95741096-95742732	5.57E-32	0.521619526	0.134	0.051	1.53E-26	A6
chr5:129208133-129209779	6.28E-32	0.574148666	0.114	0.04	1.73E-26	A6
chr2:72647430-72648671	1.08E-31	0.641355037	0.101	0.034	2.97E-26	A6
chr11:82066707-82067930	1.09E-31	0.580131913	0.108	0.037	2.99E-26	A6
chr18:75395986-75399323	1.19E-31	0.598192908	0.11	0.038	3.27E-26	A6
chr19:16897980-16899379	2.00E-31	0.63274858	0.104	0.035	5.52E-26	A6
chr17:35758665-35759500	2.12E-31	0.647267057	0.107	0.037	5.84E-26	A6
chr11:101337121-101338994	2.27E-31	0.644524085	0.102	0.035	6.26E-26	A6
chr10:77075750-77078540	4.14E-31	0.624158668	0.102	0.035	1.14E-25	A6
chr2:38620889-38622169	5.41E-31	0.553225441	0.131	0.051	1.49E-25	A6
chr2:157036006-157038325	5.62E-31	0.53170628	0.13	0.05	1.55E-25	A6
chr1:164135190-164136929	5.63E-31	0.604814115	0.116	0.043	1.55E-25	A6
chr15:78299721-78302155	7.43E-31	0.62838181	0.108	0.038	2.05E-25	A6
chr16:92851885-92852983	8.38E-31	0.537593952	0.12	0.044	2.31E-25	A6
chr4:151468430-151470998	1.41E-30	0.560993576	0.116	0.043	3.88E-25	A6
chr17:27206335-27208609	1.44E-30	0.554029421	0.128	0.05	3.98E-25	A6
chr7:132437301-132438966	2.17E-30	0.556323255	0.118	0.044	5.98E-25	A6
chr5:119207557-119209404	2.19E-30	0.591207025	0.11	0.039	6.02E-25	A6
chr5:23409560-23411424	2.50E-30	0.584384515	0.111	0.04	6.89E-25	A6
chr10:84489793-84490687	4.18E-30	0.529193873	0.122	0.046	1.15E-24	A6
chr6:87385633-87387714	4.59E-30	0.515604144	0.133	0.052	1.26E-24	A6
chr10:86269819-86270967	5.57E-30	0.570674178	0.11	0.04	1.53E-24	A6
chr9:66721867-66723496	6.07E-30	0.512435134	0.145	0.06	1.67E-24	A6
chr14:31400309-31403051	1.53E-29	0.563244147	0.117	0.044	4.23E-24	A6
chr11:70216848-70219624	2.33E-29	0.546964177	0.125	0.049	6.42E-24	A6
chr9:114502502-114503570	3.93E-29	0.579395436	0.112	0.042	1.08E-23	A6
chr2:73013765-73014901	9.76E-29	0.501550983	0.138	0.057	2.69E-23	A6
chr15:59167911-59170300	1.05E-28	0.543133485	0.124	0.049	2.88E-23	A6
chr15:78329603-78332616	1.21E-28	0.573765708	0.102	0.036	3.32E-23	A6
chr12:31056042-31058696	2.43E-28	0.508997359	0.125	0.049	6.69E-23	A6
chr10:86264232-86265378	2.51E-28	0.503585373	0.128	0.051	6.92E-23	A6
chr3:52406791-52408006	3.44E-28	0.566272081	0.112	0.042	9.47E-23	A6
chr1:58147406-58148826	4.63E-28	0.52053928	0.123	0.049	1.28E-22	A6
chr14:57296818-57298624	5.98E-28	0.548474912	0.112	0.042	1.65E-22	A6
chr4:139524072-139525612	7.63E-28	0.579513451	0.113	0.043	2.10E-22	A6
chr3:37369928-37371314	1.08E-27	0.570953097	0.111	0.042	2.96E-22	A6
chr1:162567421-162569461	2.43E-27	0.562205937	0.104	0.039	6.69E-22	A6
chr8:47743221-47745298	4.49E-27	0.505352184	0.117	0.046	1.24E-21	A6
chr7:49887678-49888925	6.83E-27	0.555737552	0.105	0.039	1.88E-21	A6
chr15:87650877-87652184	6.97E-27	0.522557301	0.101	0.037	1.92E-21	A6
chr16:9984768-9985742	1.07E-26	0.502651406	0.125	0.051	2.93E-21	A6
chr17:88194641-88196802	1.09E-26	0.59603139	0.105	0.04	3.01E-21	A6
chr6:146526963-146528113	1.29E-26	0.532739088	0.106	0.04	3.55E-21	A6
chr6:145373682-145374723	1.98E-26	0.525425734	0.122	0.049	5.45E-21	A6
chr15:38180605-38181769	2.25E-26	0.505933813	0.122	0.049	6.21E-21	A6
chr2:112254901-112256826	2.54E-26	0.514839385	0.115	0.045	7.00E-21	A6
chr1:66845766-66846837	2.59E-26	0.538560133	0.108	0.041	7.13E-21	A6
chr5:91806831-91808250	2.71E-26	0.541337583	0.112	0.044	7.47E-21	A6
chr18:54860338-54861205	3.13E-26	0.572401234	0.109	0.042	8.62E-21	A6
chr8:116115672-116116450	3.84E-26	0.568313213	0.104	0.039	1.06E-20	A6
chr11:19841968-19844209	1.23E-25	0.544297553	0.111	0.044	3.40E-20	A6
chr17:30609073-30610155	2.76E-25	0.505566178	0.102	0.038	7.60E-20	A6
chr9:70290201-70292293	4.44E-25	0.53006041	0.11	0.044	1.22E-19	A6
chr13:70792835-70793431	5.32E-25	0.511193605	0.111	0.044	1.47E-19	A6
chr9:31650298-31651353	6.64E-25	0.521315258	0.116	0.047	1.83E-19	A6
chr19:22656581-22658256	7.28E-25	0.52943451	0.102	0.039	2.01E-19	A6
chr17:35830627-35834419	7.73E-25	0.523893881	0.104	0.04	2.13E-19	A6
chr9:57804877-57806555	9.42E-25	0.543035701	0.104	0.04	2.60E-19	A6
chr11:101719757-101720677	1.46E-24	0.529795153	0.121	0.051	4.03E-19	A6
chr1:90848221-90850154	1.95E-24	0.536544603	0.109	0.044	5.37E-19	A6
chr6:115527536-115529182	3.11E-24	0.539899094	0.102	0.04	8.58E-19	A6
chr9:58435848-58438495	3.90E-24	0.521779782	0.101	0.039	1.08E-18	A6
chr2:145840792-145844132	4.16E-24	0.521714219	0.108	0.043	1.14E-18	A6
chr16:11474326-11476603	5.51E-24	0.514674801	0.112	0.046	1.52E-18	A6
chr17:50188686-50190921	8.90E-24	0.502179852	0.107	0.043	2.45E-18	A6
chr13:51573692-51574577	1.05E-23	0.503773947	0.109	0.044	2.89E-18	A6
chr12:110066146-110067240	1.34E-23	0.520361755	0.105	0.042	3.69E-18	A6
chr9:98432789-98435149	1.83E-23	0.509838655	0.102	0.04	5.05E-18	A6
chr11:104000715-104002428	2.97E-23	0.530043852	0.108	0.044	8.18E-18	A6
chr2:19371454-19372365	8.08E-23	0.515489463	0.106	0.043	2.23E-17	A6
chr12:91710555-91711658	8.37E-23	0.522469428	0.109	0.045	2.31E-17	A6
chr4:135601297-135602275	1.10E-22	0.503773466	0.104	0.042	3.03E-17	A6
chr1:88452296-88453302	1.59E-22	0.501068797	0.106	0.044	4.38E-17	A6
chr2:128226590-128227756	6.23E-22	0.501778715	0.105	0.044	1.72E-16	A6
chr11:65209164-65210272	5.08E-21	0.542132791	0.102	0.043	1.40E-15	A6
chr13:9834305-9834561	5.20E-122	1.866589993	0.585	0.062	1.43E-116	A7
chr19:8251858-8252284	7.10E-107	1.515775824	0.763	0.123	1.96E-101	A7
chr18:85697904-85698291	2.63E-97	1.349343557	0.831	0.159	7.26E-92	A7
chr17:70963665-70964101	1.82E-93	1.347499784	0.805	0.155	5.01E-88	A7
chr12:78350868-78351174	3.94E-87	1.445492442	0.686	0.118	1.09E-81	A7
chr16:35981410-35981773	7.04E-84	2.297197233	0.246	0.016	1.94E-78	A7
chr6:99692290-99693848	2.05E-82	2.100169073	0.314	0.026	5.66E-77	A7
chr12:99645060-99645675	2.76E-81	1.889221709	0.381	0.039	7.60E-76	A7
chr18:73533297-73533537	1.06E-71	1.377571301	0.636	0.121	2.91E-66	A7
chr16:17222213-17222516	5.42E-69	0.988856371	0.915	0.265	1.49E-63	A7
chr15:82962245-82963401	2.20E-66	2.197286267	0.237	0.019	6.05E-61	A7
chr2:22744079-22745260	1.71E-65	1.10079292	0.788	0.202	4.72E-60	A7
chr18:68692064-68692314	3.13E-63	1.359836009	0.576	0.11	8.62E-58	A7
chr15:85177749-85178466	1.42E-62	0.919930701	0.915	0.289	3.92E-57	A7
chr7:130833879-130836423	6.11E-60	0.973698497	0.839	0.256	1.68E-54	A7
chr1:122356971-122357321	5.15E-59	1.02775166	0.788	0.221	1.42E-53	A7
chr6:3200906-3201671	2.74E-58	0.894998611	0.89	0.293	7.54E-53	A7
chr9:123461273-123462189	2.23E-56	0.87432199	0.89	0.299	6.14E-51	A7
chr3:62158839-62159431	3.38E-55	0.95251512	0.814	0.247	9.32E-50	A7
chr17:56004903-56005905	1.08E-51	0.850829705	0.864	0.298	2.96E-46	A7
chr2:5379039-5379376	1.30E-45	0.822280066	0.822	0.289	3.58E-40	A7
chr18:10051399-10053127	1.33E-45	1.137652603	0.576	0.145	3.67E-40	A7
chr6:128349709-128350109	2.43E-45	1.87207709	0.229	0.025	6.70E-40	A7
chr8:3754397-3754736	1.98E-42	0.673603707	0.924	0.392	5.45E-37	A7
chr15:57864408-57865085	9.57E-42	2.278164837	0.127	0.009	2.64E-36	A7
chr13:44869570-44870083	1.97E-41	0.639115203	0.932	0.42	5.43E-36	A7
chr16:11143398-11144315	2.91E-41	0.631238802	0.949	0.426	8.03E-36	A7
chr9:3258611-3259231	1.08E-40	0.662946796	0.898	0.394	2.97E-35	A7
chr2:98666237-98667332	5.94E-36	0.888214878	0.644	0.21	1.64E-30	A7
chr18:12948979-12949475	6.95E-36	0.695766426	0.814	0.336	1.92E-30	A7
chr15:99496096-99500677	2.86E-35	0.744788451	0.754	0.305	7.89E-30	A7
chr16:91534529-91535446	7.22E-35	0.530628475	0.958	0.492	1.99E-29	A7
chr11:106065574-106067191	2.49E-32	0.569739105	0.881	0.431	6.85E-27	A7
chr17:22876314-22876596	4.17E-32	1.742846253	0.195	0.025	1.15E-26	A7
chr3:9249393-9252250	7.64E-31	0.694104784	0.737	0.31	2.10E-25	A7
chr2:98664904-98665222	1.92E-27	1.505251462	0.212	0.033	5.29E-22	A7
chr11:4121664-4122582	1.32E-24	1.28303004	0.28	0.06	3.63E-19	A7
chr10:128457847-128460642	2.15E-24	0.520933028	0.788	0.419	5.93E-19	A7
chr2:98662231-98662981	9.94E-24	1.134857608	0.314	0.074	2.74E-18	A7
chr3:95928356-95931288	1.27E-23	0.542469388	0.763	0.385	3.50E-18	A7
chr15:102230250-102232475	2.15E-23	0.714525363	0.593	0.247	5.93E-18	A7
chr11:86380149-86382522	3.11E-23	1.339834502	0.203	0.035	8.57E-18	A7
chr10:127338761-127343078	5.54E-23	0.612693903	0.678	0.32	1.53E-17	A7
chr1:102628050-102628310	1.54E-22	1.710749299	0.127	0.015	4.25E-17	A7
chr12:36816248-36816484	1.37E-21	1.963060566	0.102	0.011	3.77E-16	A7
chr10:127186607-127191822	2.58E-21	0.615219721	0.644	0.299	7.12E-16	A7
chr17:6960531-6961276	1.45E-20	1.774931897	0.11	0.013	4.01E-15	A7
chr15:102142732-102148417	6.59E-20	0.593659006	0.636	0.308	1.82E-14	A7
chr2:165232878-165236446	2.08E-19	1.118142431	0.271	0.067	5.72E-14	A7
chr2:180435334-180438641	2.33E-18	0.95805878	0.339	0.105	6.41E-13	A7
chr3:95725520-95727417	1.20E-17	1.137535429	0.237	0.057	3.31E-12	A7
chr7:144970204-144972771	3.49E-17	0.914821516	0.331	0.103	9.61E-12	A7
chr16:92057346-92059833	6.49E-17	0.599898708	0.568	0.265	1.79E-11	A7
chr11:120576200-120582877	9.86E-17	0.581861614	0.576	0.278	2.72E-11	A7
chr4:138864221-138866889	1.49E-16	0.925886656	0.322	0.101	4.12E-11	A7
chr11:119975413-119977436	3.77E-16	0.73448822	0.441	0.178	1.04E-10	A7
chr10:81058764-81060814	7.32E-16	0.657341234	0.492	0.215	2.02E-10	A7
chr2:172938540-172940922	1.07E-15	1.064879365	0.237	0.062	2.94E-10	A7
chr13:113258904-113260191	1.27E-15	1.757137512	0.102	0.014	3.49E-10	A7
chr11:120310312-120312116	1.55E-15	0.527656432	0.602	0.314	4.26E-10	A7
chr10:128231800-128233296	1.58E-15	0.594024727	0.534	0.252	4.35E-10	A7
chr11:120984336-120985365	1.64E-15	1.258179087	0.169	0.035	4.52E-10	A7
chr8:107435778-107437437	3.61E-15	0.799483726	0.364	0.132	9.96E-10	A7
chr8:123477058-123479674	8.59E-15	0.525814901	0.585	0.303	2.37E-09	A7
chr11:116411772-116413793	1.00E-14	0.604664303	0.5	0.222	2.77E-09	A7
chr5:121841498-121844639	1.24E-14	0.639089832	0.475	0.212	3.42E-09	A7
chr4:155279843-155285683	2.59E-14	0.566022036	0.534	0.272	7.13E-09	A7
chr10:128673087-128674850	7.02E-14	0.599261135	0.492	0.233	1.93E-08	A7
chr15:101454614-101455837	7.63E-14	0.861432539	0.297	0.098	2.10E-08	A7
chr8:119743032-119745791	1.14E-13	0.884256803	0.288	0.095	3.13E-08	A7
chr5:136051190-136052582	1.37E-13	0.709194326	0.398	0.164	3.78E-08	A7
chr5:143313268-143318018	1.87E-13	0.545821334	0.525	0.268	5.16E-08	A7
chr2:181678703-181681702	2.03E-13	0.539609684	0.534	0.276	5.58E-08	A7
chr5:151314283-151316743	2.54E-13	1.060856586	0.212	0.058	7.01E-08	A7
chr11:116137816-116139865	2.77E-13	0.609655315	0.466	0.217	7.63E-08	A7
chr11:117989100-117990992	3.12E-13	0.908554823	0.246	0.073	8.60E-08	A7
chr8:125567995-125571330	3.18E-13	0.561637289	0.508	0.254	8.77E-08	A7
chr4:155845905-155849377	3.38E-13	0.50492575	0.559	0.305	9.30E-08	A7
chrX:141149577-141155778	3.62E-13	0.877473073	0.263	0.082	9.99E-08	A7
chr8:107114317-107115450	3.89E-13	0.731027531	0.356	0.136	1.07E-07	A7
chr11:119266408-119272250	3.97E-13	0.563942505	0.5	0.247	1.09E-07	A7
chr15:78078348-78081311	4.85E-13	0.605838458	0.466	0.221	1.34E-07	A7
chr11:75906185-75908269	7.20E-13	1.309615032	0.136	0.028	1.98E-07	A7
chr10:127738147-127740490	8.87E-13	0.620449172	0.441	0.2	2.44E-07	A7
chr15:99259239-99260656	1.28E-12	0.840534101	0.305	0.112	3.52E-07	A7
chr12:111453035-111457212	1.46E-12	0.51902244	0.525	0.267	4.02E-07	A7
chr1:131573785-131574030	1.60E-12	1.165474573	0.153	0.034	4.41E-07	A7
chr4:155490471-155492962	2.43E-12	0.517178528	0.525	0.283	6.69E-07	A7
chr5:125403579-125407692	3.45E-12	0.601417075	0.441	0.209	9.50E-07	A7
chr12:112271795-112278608	4.00E-12	0.595624909	0.441	0.206	1.10E-06	A7
chr19:61199077-61200376	4.40E-12	0.659966668	0.398	0.177	1.21E-06	A7
chr9:122177101-122180775	4.59E-12	0.63121897	0.415	0.189	1.26E-06	A7
chr4:151932602-151934870	5.30E-12	0.590079877	0.449	0.224	1.46E-06	A7
chr8:119574156-119575872	5.55E-12	0.611952514	0.432	0.205	1.53E-06	A7
chr12:112222877-112225253	1.09E-11	0.754330857	0.322	0.127	2.99E-06	A7
chr19:58521842-58524888	1.59E-11	0.997591118	0.195	0.055	4.39E-06	A7
chr6:144901680-144903687	1.94E-11	0.523057553	0.492	0.259	5.34E-06	A7
chr7:45465058-45467297	2.71E-11	0.546307931	0.458	0.222	7.48E-06	A7
chr8:123805152-123807852	3.85E-11	0.669527941	0.364	0.161	1.06E-05	A7
chr7:144023329-144026868	4.08E-11	0.847987703	0.237	0.078	1.13E-05	A7
chr2:180440837-180444909	4.11E-11	0.71133355	0.314	0.123	1.13E-05	A7
chr15:78299721-78302155	4.98E-11	1.039421126	0.161	0.041	1.37E-05	A7
chr2:181457874-181461320	5.73E-11	0.560651616	0.441	0.218	1.58E-05	A7
chr2:168009644-168011178	6.25E-11	0.815087006	0.28	0.107	1.72E-05	A7
chr5:149388616-149390894	6.40E-11	0.541771858	0.449	0.222	1.76E-05	A7
chr11:4593920-4595398	6.49E-11	0.559996617	0.441	0.22	1.79E-05	A7
chr15:102959475-102960908	7.91E-11	0.858688339	0.246	0.086	2.18E-05	A7
chr15:97096943-97098581	8.06E-11	0.803471793	0.263	0.094	2.22E-05	A7
chr11:98355398-98359216	9.78E-11	0.53588369	0.458	0.239	2.69E-05	A7
chr7:145220898-145223311	9.99E-11	0.617668843	0.381	0.173	2.75E-05	A7
chr3:96103886-96105573	1.05E-10	0.542387718	0.441	0.212	2.90E-05	A7
chr14:121182385-121184964	1.06E-10	0.640517573	0.373	0.171	2.91E-05	A7
chr8:123691041-123693598	1.09E-10	0.841001018	0.263	0.097	3.00E-05	A7
chr11:121647026-121648698	1.30E-10	1.030783123	0.178	0.051	3.59E-05	A7
chr7:145105341-145108677	1.33E-10	0.553333291	0.432	0.212	3.67E-05	A7
chr5:148632176-148635417	1.80E-10	0.577680539	0.415	0.205	4.95E-05	A7
chr3:154251489-154253896	1.89E-10	0.781471622	0.28	0.108	5.20E-05	A7
chr4:150268015-150270560	2.76E-10	0.749567014	0.28	0.107	7.60E-05	A7
chr2:127480816-127483748	2.81E-10	0.570847159	0.407	0.196	7.74E-05	A7
chr16:91961913-91963139	2.89E-10	0.947795531	0.195	0.06	7.96E-05	A7
chr8:121285733-121287733	3.09E-10	0.768602905	0.271	0.103	8.52E-05	A7
chr4:147905761-147907102	3.51E-10	0.698719606	0.322	0.139	9.67E-05	A7
chr11:97627497-97631051	4.54E-10	0.554185166	0.415	0.205	0.000125139	A7
chr12:111907219-111909989	4.57E-10	0.541641233	0.432	0.228	0.000125856	A7
chr4:155581905-155583365	5.08E-10	0.595251529	0.373	0.172	0.000140084	A7
chrX:140996119-140999417	5.13E-10	0.972886263	0.169	0.048	0.00014141	A7
chr10:128212767-128213736	5.35E-10	1.012852949	0.144	0.036	0.000147494	A7
chr8:122774831-122776250	5.67E-10	1.103426922	0.144	0.037	0.000156237	A7
chr7:145140589-145144630	7.36E-10	0.899287128	0.195	0.061	0.000202769	A7
chr11:120436609-120437963	8.78E-10	0.707770739	0.314	0.138	0.000241786	A7
chr15:102968519-102969274	8.93E-10	1.244063265	0.102	0.021	0.00024617	A7
chr9:118486420-118490327	9.14E-10	0.626654086	0.356	0.166	0.0002519	A7
chr17:5822114-5823385	9.49E-10	0.836833714	0.22	0.076	0.00026139	A7
chr14:121610933-121612257	9.50E-10	1.050963062	0.144	0.038	0.00026182	A7
chr4:151338804-151340341	1.18E-09	0.529968958	0.424	0.22	0.000326435	A7
chr1:193129443-193131098	1.53E-09	0.585452826	0.381	0.19	0.000422733	A7
chr1:193412695-193415131	1.74E-09	0.865297696	0.186	0.058	0.000480283	A7
chr7:144746454-144748731	2.05E-09	0.738892183	0.263	0.102	0.000563911	A7
chr8:105495750-105497593	2.37E-09	0.550353868	0.39	0.19	0.000652282	A7
chr13:98389519-98392717	2.53E-09	0.659371311	0.305	0.13	0.000697661	A7
chr1:184519005-184520348	2.59E-09	0.774241701	0.254	0.099	0.000713502	A7
chr18:88971420-88972597	2.61E-09	0.628845823	0.322	0.14	0.000720073	A7
chr5:146702943-146704534	3.01E-09	0.904223351	0.186	0.06	0.000830393	A7
chr17:83996067-83998945	3.03E-09	0.96225659	0.169	0.051	0.00083534	A7
chr5:146948190-146950928	3.39E-09	0.646400135	0.331	0.154	0.000934073	A7
chr15:97314143-97315749	3.40E-09	1.049621573	0.144	0.039	0.000937104	A7
chr1:183441685-183442900	3.43E-09	0.921303574	0.178	0.055	0.000945384	A7
chr9:123658946-123660956	3.92E-09	0.678129427	0.297	0.128	0.00107935	A7
chr4:80949847-80950818	4.04E-09	1.103401729	0.11	0.025	0.001113466	A7
chr11:112173306-112174515	4.21E-09	1.091928144	0.144	0.04	0.001159973	A7
chr7:139682564-139684860	4.24E-09	0.594441421	0.356	0.17	0.001167698	A7
chr5:135834526-135836483	4.60E-09	0.539937685	0.398	0.203	0.001267667	A7
chr10:127194448-127196963	6.08E-09	0.646953367	0.314	0.14	0.001675544	A7
chr9:86694972-86696549	6.27E-09	0.576527586	0.364	0.179	0.001727071	A7
chr2:119798103-119801797	7.07E-09	0.631640878	0.331	0.157	0.001947027	A7
chr5:136093665-136096539	7.92E-09	0.559030286	0.373	0.186	0.002181149	A7
chr4:132767634-132769575	8.29E-09	0.555579265	0.373	0.187	0.002284025	A7
chr15:102458451-102462606	8.72E-09	0.694736368	0.288	0.126	0.002402764	A7
chr5:148963955-148967604	9.36E-09	0.61994721	0.314	0.141	0.002579313	A7
chr4:118233463-118239218	9.60E-09	0.560278999	0.356	0.168	0.002646251	A7
chr6:146119878-146121020	9.97E-09	0.987828554	0.161	0.049	0.002748378	A7
chr10:128255895-128257158	1.04E-08	0.793896129	0.203	0.071	0.002867662	A7
chrX:157596715-157599225	1.06E-08	0.5541683	0.364	0.178	0.002929654	A7
chr9:118505716-118508035	1.11E-08	0.550418266	0.381	0.2	0.003065612	A7
chr14:118767907-118768660	1.16E-08	1.082410492	0.11	0.026	0.003186964	A7
chr4:154424552-154427025	1.24E-08	0.765005565	0.229	0.086	0.003404737	A7
chr4:152410606-152413150	1.43E-08	0.675431074	0.271	0.112	0.003940556	A7
chr4:152352885-152356274	1.82E-08	0.666265252	0.263	0.107	0.00502183	A7
chr15:99553461-99555051	1.88E-08	0.763599616	0.195	0.066	0.005169925	A7
chr5:146674642-146677622	2.26E-08	0.849081347	0.203	0.074	0.006226866	A7
chr12:109798315-109799859	2.42E-08	0.807099531	0.212	0.078	0.006666389	A7
chr9:121539924-121542114	2.55E-08	0.967881251	0.144	0.042	0.007036329	A7
chr4:141281052-141284368	2.56E-08	0.556496445	0.347	0.168	0.007043533	A7
chr3:88774923-88775640	2.93E-08	1.105640439	0.11	0.027	0.008062436	A7
chr7:145055985-145058660	3.08E-08	0.552826303	0.347	0.17	0.00849291	A7
chr19:55592871-55594754	3.09E-08	0.595295893	0.339	0.175	0.008524039	A7
chr11:119675423-119678646	3.38E-08	0.631437539	0.305	0.143	0.009323518	A7
chr15:103101776-103103148	3.49E-08	0.85616274	0.186	0.065	0.009626774	A7
chr8:125637104-125641092	3.67E-08	0.862891847	0.169	0.055	0.010111011	A7
chr7:141758051-141759343	3.69E-08	1.075780375	0.127	0.035	0.010179482	A7
chr8:84381434-84382051	3.87E-08	0.950913775	0.136	0.039	0.010654772	A7
chr17:88194641-88196802	4.40E-08	0.913911653	0.144	0.043	0.012136973	A7
chr1:184781181-184783213	4.59E-08	0.772919245	0.212	0.08	0.012648706	A7
chr9:120366859-120369577	5.37E-08	0.68896794	0.254	0.107	0.014796432	A7
chr5:104055093-104057575	6.81E-08	0.763185713	0.186	0.065	0.018768033	A7
chr4:3078947-3086508	6.92E-08	0.746285875	0.22	0.086	0.019079159	A7
chr15:103376530-103379261	7.09E-08	0.572537404	0.339	0.174	0.019542442	A7
chr5:147131479-147132839	7.39E-08	1.074063341	0.136	0.041	0.020373848	A7
chr13:119177496-119178785	8.82E-08	0.81082192	0.203	0.078	0.024288525	A7
chr6:145373682-145374723	9.88E-08	0.831072075	0.161	0.052	0.027234425	A7
chr4:140688038-140691449	1.07E-07	0.849612147	0.161	0.053	0.029394308	A7
chr8:124230775-124233255	1.27E-07	0.516119789	0.364	0.194	0.035122444	A7
chr4:118330760-118332271	1.28E-07	1.058045858	0.119	0.033	0.035285405	A7
chr7:126758605-126761692	1.32E-07	0.643840054	0.28	0.13	0.036245991	A7
chr5:137336920-137340444	1.33E-07	0.550097544	0.331	0.164	0.036619243	A7
chr7:128245506-128247903	1.44E-07	0.556264333	0.331	0.167	0.039622089	A7
chr4:117201982-117203367	1.53E-07	1.057732485	0.11	0.029	0.042101287	A7
chr15:98606772-98610830	1.54E-07	0.553200076	0.331	0.167	0.042545039	A7
chr14:121371232-121373350	1.55E-07	0.770866325	0.195	0.072	0.042688779	A7
chr11:117237112-117241710	1.71E-07	0.509209092	0.373	0.204	0.047195941	A7
chr15:41726883-41728335	1.75E-07	0.758772647	0.178	0.062	0.048218678	A7
chr18:14330728-14332293	3.24E-67	0.948438968	0.225	0.059	8.92E-62	A8
chr5:74295423-74297924	7.52E-38	0.847903493	0.157	0.047	2.07E-32	A8
chr10:22306044-22307319	3.36E-28	0.885632015	0.109	0.032	9.25E-23	A8
chr11:72086335-72087526	2.91E-24	0.742402037	0.124	0.042	8.03E-19	A8
chr7:101088235-101089539	2.98E-22	0.809326444	0.103	0.033	8.22E-17	A8
chr8:102783617-102785684	6.49E-22	0.64658909	0.16	0.067	1.79E-16	A8
chr12:76562986-76564956	4.57E-19	0.68722948	0.111	0.041	1.26E-13	A8
chr2:173348802-173350714	4.31E-18	0.695494326	0.111	0.042	1.19E-12	A8
chr5:140599765-140600807	1.66E-17	0.568881141	0.154	0.07	4.57E-12	A8
chr8:68171469-68172480	2.24E-17	0.597849031	0.132	0.055	6.16E-12	A8
chr19:33068332-33069364	1.59E-16	0.548476477	0.139	0.061	4.37E-11	A8
chr11:70821817-70822779	3.83E-16	0.60927521	0.114	0.046	1.06E-10	A8
chr2:151915040-151917449	4.63E-16	0.513732751	0.171	0.084	1.28E-10	A8
chr18:13972308-13972988	1.35E-15	0.627991035	0.112	0.046	3.72E-10	A8
chr4:28814786-28815996	2.83E-15	0.514183194	0.156	0.075	7.79E-10	A8
chr11:115231276-115233366	1.40E-14	0.583666532	0.114	0.048	3.87E-09	A8
chr4:148963857-148967090	1.38E-13	0.541713249	0.115	0.051	3.79E-08	A8
chr11:101841690-101843293	1.29E-12	0.514652365	0.126	0.06	3.56E-07	A8
chr11:60854922-60858013	4.71E-12	0.520751491	0.118	0.056	1.30E-06	A8
chr15:12847624-12848773	8.28E-12	0.512616272	0.118	0.056	2.28E-06	A8
chr11:32383519-32384714	1.24E-11	0.520630446	0.123	0.06	3.43E-06	A8
chr2:110362163-110363320	1.99E-11	0.505394605	0.111	0.052	5.49E-06	A8
chr6:90717630-90719047	3.98E-11	0.514275983	0.114	0.055	1.10E-05	A8
chr6:90464799-90467555	5.00E-11	0.553354764	0.105	0.049	1.38E-05	A8
chr11:31770229-31772297	6.67E-11	0.511567326	0.108	0.051	1.84E-05	A8
chr14:40906766-40909364	7.41E-11	0.52075174	0.108	0.051	2.04E-05	A8
chr11:46115368-46116806	1.15E-10	0.507579678	0.102	0.048	3.17E-05	A8
chr14:19415719-19419703	9.49E-263	1.677507475	0.362	0.038	2.61E-257	A9
chr9:35305214-35305591	1.24E-233	1.421021818	0.45	0.065	3.41E-228	A9
chr2:98662231-98662981	1.92E-196	1.334944925	0.426	0.068	5.30E-191	A9
chr1:85591035-85593445	1.73E-170	1.713474127	0.224	0.022	4.77E-165	A9
